#, movie, href, release date, gross
"409", "Mr. Deeds (Sony / Columbia)", "/statistics/movies/mr-deeds-2002", "Jun 28, 2002", "$126,293,861"
"410", "Safe House (Universal)", "/statistics/movies/safe-house-2012", "Feb 10, 2012", "$126,181,630"
"411", "The Truman Show (Paramount)", "/statistics/movies/the-truman-show-1998", "Jun 05, 1998", "$125,618,228"
"412", "Erin Brockovich (Universal)", "/statistics/movies/erin-brockovich-2000", "Mar 17, 2000", "$125,595,540"
"413", "Ocean's Twelve (Warner Bros.)", "/statistics/movies/ocean-s-twelve-2004", "Dec 10, 2004", "$125,544,296"
"414", "Terminator Salvation (Warner Bros.)", "/statistics/movies/terminator-salvation-2009", "May 21, 2009", "$125,322,732"
"415", "Charlie's Angels (Sony / Columbia)", "/statistics/movies/charlie-s-angels-2000", "Nov 03, 2000", "$125,305,200"
"416", "Tomorrow Never Dies (MGM/UA)", "/statistics/movies/tomorrow-never-dies-1997", "Dec 19, 1997", "$125,304,959"
"417", "Lone Survivor (Universal)", "/statistics/movies/lone-survivor-2013", "Dec 25, 2013", "$125,095,601"
"418", "Rocky III (MGM/UA)", "/statistics/movies/rocky-iii-1982", "May 28, 1982", "$125,049,038"
"419", "The Vow (Sony / Screen Gems)", "/statistics/movies/the-vow-2012", "Feb 10, 2012", "$125,014,030"
"420", "Life of Pi (Fox)", "/statistics/movies/life-of-pi-2012", "Nov 21, 2012", "$124,987,023"
"421", "The Fault in Our Stars (Fox)", "/statistics/movies/the-fault-in-our-stars-2014", "Jun 06, 2014", "$124,872,350"
"422", "Cloudy with a Chance of Meatballs (Sony / Columbia)", "/statistics/movies/cloudy-with-a-chance-of-meatballs-2009", "Sep 18, 2009", "$124,869,468"
"423", "The Devil Wears Prada (Fox)", "/statistics/movies/the-devil-wears-prada-2006", "Jun 30, 2006", "$124,740,659"
"424", "Something's Gotta Give (Sony / Columbia)", "/statistics/movies/something-s-gotta-give-2003", "Dec 12, 2003", "$124,728,615"
"425", "Traffic (USA Films)", "/statistics/movies/traffic-2000", "Dec 27, 2000", "$124,115,702"
"426", "The Birdcage (MGM/UA)", "/statistics/movies/the-birdcage-1996", "Mar 08, 1996", "$124,060,456"
"427", "City Slickers (Columbia)", "/statistics/movies/city-slickers-1991", "Jun 07, 1991", "$124,033,055"
"428", "Good Morning, Vietnam (Disney)", "/statistics/movies/good-morning-vietnam-1987", "Dec 23, 1987", "$123,922,029"
"429", "Nutty Professor II: The Klumps (Universal)", "/statistics/movies/the-nutty-professor-ii-the-klumps-2000", "Jul 28, 2000", "$123,309,442"
"430", "Rango (Paramount)", "/statistics/movies/rango-2011", "Mar 04, 2011", "$123,257,581"
"431", "G.I. Joe: Retaliation (Paramount)", "/statistics/movies/gi-joe-2-2012", "Mar 28, 2013", "$122,523,060"
"432", "Clear and Present Danger (Paramount)", "/statistics/movies/clear-and-present-danger-1994", "Aug 03, 1994", "$122,187,590"
"433", "The Hunt for Red October (Paramount)", "/statistics/movies/the-hunt-for-red-october-1990", "Mar 02, 1990", "$122,012,815"
"434", "The Bodyguard (Warner Bros.)", "/statistics/movies/the-bodyguard-1992", "Nov 25, 1992", "$121,945,613"
"435", "Wayne's World (Paramount)", "/statistics/movies/wayne-s-world-1992", "Feb 14, 1992", "$121,697,730"
"436", "The Bourne Identity (Universal)", "/statistics/movies/the-bourne-identity-2002", "Jun 14, 2002", "$121,661,607"
"437", "Superbad (Sony / Columbia)", "/statistics/movies/superbad-2007", "Aug 17, 2007", "$121,463,956"
"438", "Speed (Fox)", "/statistics/movies/speed-1994", "Jun 10, 1994", "$121,250,167"
"439", "50 First Dates (Sony / Columbia)", "/statistics/movies/50-first-dates-2004", "Feb 13, 2004", "$120,908,340"
"440", "Mulan (Disney)", "/statistics/movies/mulan-1998", "Jun 19, 1998", "$120,620,823"
"441", "Inglourious Basterds (Weinstein Company)", "/statistics/movies/inglourious-basterds-2009", "Aug 21, 2009", "$120,540,835"
"442", "Seabiscuit (Universal)", "/statistics/movies/seabiscuit-2003", "Jul 25, 2003", "$120,277,109"
"443", "Van Helsing (Universal)", "/statistics/movies/van-helsing-2004", "May 07, 2004", "$120,150,620"
"444", "Four Christmases (Warner Bros. / New Line)", "/statistics/movies/four-christmases-2008", "Nov 26, 2008", "$120,146,737"
"445", "I Now Pronounce You Chuck and Larry (Universal)", "/statistics/movies/i-now-pronounce-you-chuck-and-larry-2007", "Jul 20, 2007", "$120,059,537"
"446", "The Mask (New Line)", "/statistics/movies/the-mask-1994", "Jul 29, 1994", "$119,938,168"
"447", "Cloudy with a Chance of Meatballs 2 (Sony / Columbia)", "/statistics/movies/cloudy-2-revenge-of-the-leftovers-2013", "Sep 27, 2013", "$119,793,567"
"448", "Hook (TriStar)", "/statistics/movies/hook-1991", "Dec 11, 1991", "$119,654,006"
"449", "Walk the Line (Fox)", "/statistics/movies/walk-the-line-2005", "Nov 18, 2005", "$119,519,615"
"450", "Blazing Saddles (Warner Bros.)", "/statistics/movies/blazing-saddles-1974", "Feb 07, 1974", "$119,500,420"
"451", "G-Force (Disney)", "/statistics/movies/g-force-2009", "Jul 24, 2009", "$119,420,515"
"452", "Total Recall (1990) (TriStar)", "/statistics/movies/total-recall-1990", "Jun 01, 1990", "$119,394,451"
"453", "On Golden Pond (Universal)", "/statistics/movies/on-golden-pond-1981", "Dec 04, 1981", "$119,285,747"
"454", "The Other Guys (Sony / Columbia)", "/statistics/movies/the-other-guys-2010", "Aug 06, 2010", "$119,219,978"
"455", "Fahrenheit 9/11 (Lionsgate)", "/statistics/movies/fahrenheit-9-11-2004", "Jun 23, 2004", "$119,194,688"
"456", "The Sum of All Fears (Paramount)", "/statistics/movies/the-sum-of-all-fears-2002", "May 31, 2002", "$118,907,992"
"457", "Hairspray (2007) (New Line)", "/statistics/movies/hairspray-2007-2007", "Jul 20, 2007", "$118,871,811"
"458", "The Break-Up (Universal)", "/statistics/movies/the-break-up-2006", "Jun 02, 2006", "$118,806,665"
"459", "Lemony Snicket's A Series of Unfortunate Events (Paramount)", "/statistics/movies/lemony-snicket-s-a-series-of-unfortunate-events-2004", "Dec 17, 2004", "$118,634,891"
"460", "Blades of Glory (Paramount / DreamWorks)", "/statistics/movies/blades-of-glory-2007", "Mar 30, 2007", "$118,594,798"
"461", "Back to the Future Part II (Universal)", "/statistics/movies/back-to-the-future-part-ii-1989", "Nov 22, 1989", "$118,450,207"
"462", "Salt (Sony / Columbia)", "/statistics/movies/salt-2010", "Jul 23, 2010", "$118,311,368"
"463", "Basic Instinct (TriStar)", "/statistics/movies/basic-instinct-1992", "Mar 20, 1992", "$117,727,662"
"464", "Now You See Me (Lionsgate / Summit)", "/statistics/movies/now-you-see-me-2013", "May 31, 2013", "$117,723,989"
"465", "Big Momma's House (Fox)", "/statistics/movies/big-momma-s-house-2000", "Jun 02, 2000", "$117,559,119"
"466", "Die Hard 2: Die Harder (Fox)", "/statistics/movies/die-hard-2-die-harder-1990", "Jul 04, 1990", "$117,540,159"
"467", "Horrible Bosses (Warner Bros. / New Line)", "/statistics/movies/horrible-bosses-2011", "Jul 08, 2011", "$117,538,559"
"468", "Rocky (United Artists)", "/statistics/movies/rocky-1976", "Nov 21, 1976", "$117,235,327"
"469", "Jackass 3D (Paramount)", "/statistics/movies/jackass-3d-2010", "Oct 15, 2010", "$117,229,692"
"470", "Ocean's Thirteen (Warner Bros.)", "/statistics/movies/ocean-s-thirteen-2007", "Jun 08, 2007", "$117,154,265"
"471", "S.W.A.T. (Sony / Columbia)", "/statistics/movies/s-w-a-t-2003", "Aug 08, 2003", "$116,934,901"
"472", "The Wolf of Wall Street (Paramount)", "/statistics/movies/the-wolf-of-wall-street-2013", "Dec 25, 2013", "$116,900,694"
"473", "8 Mile (Universal)", "/statistics/movies/8-mile-2002", "Nov 08, 2002", "$116,750,188"
"474", "Double Jeopardy (Paramount)", "/statistics/movies/double-jeopardy-1999", "Sep 24, 1999", "$116,741,272"
"475", "Lee Daniels' The Butler (Weinstein Company)", "/statistics/movies/the-butler-2013", "Aug 16, 2013", "$116,632,095"
"476", "Green Lantern (2011) (Warner Bros.)", "/statistics/movies/green-lantern-2011", "Jun 17, 2011", "$116,601,172"
"477", "Notting Hill (Universal)", "/statistics/movies/notting-hill-1999", "May 28, 1999", "$116,089,296"
"478", "You've Got Mail (Warner Bros.)", "/statistics/movies/you-ve-got-mail-1998", "Dec 18, 1998", "$115,821,207"
"479", "Ghost Rider (Sony / Columbia)", "/statistics/movies/ghost-rider-2007", "Feb 16, 2007", "$115,802,007"
"480", "Remember the Titans (Disney)", "/statistics/movies/remember-the-titans-2000", "Sep 29, 2000", "$115,654,030"
"481", "District 9 (Sony / TriStar)", "/statistics/movies/district-9-2009", "Aug 14, 2009", "$115,649,263"
"482", "Unbroken (Universal)", "/statistics/movies/unbroken-2014", "Dec 25, 2014", "$115,637,895"
"483", "The Karate Kid Part II (Columbia)", "/statistics/movies/the-karate-kid-part-ii-1986", "Jun 20, 1986", "$115,103,443"
"484", "American Graffiti (Universal)", "/statistics/movies/american-graffiti-1973", "Aug 01, 1973", "$115,000,796"
"485", "Big (Fox)", "/statistics/movies/big-1988", "Jun 03, 1988", "$114,968,482"
"486", "DodgeBall: A True Underdog Story (Fox)", "/statistics/movies/dodgeball-a-true-underdog-story-2004", "Jun 18, 2004", "$114,326,303"
"487", "The Village (Disney)", "/statistics/movies/the-village-2004", "Jul 30, 2004", "$114,197,961"
"488", "Bolt (Disney)", "/statistics/movies/bolt-2008", "Nov 21, 2008", "$114,051,154"
"489", "Wild Wild West (Warner Bros.)", "/statistics/movies/wild-wild-west-1999", "Jun 30, 1999", "$113,805,311"
"490", "Night at the Museum: Secret of the Tomb (Fox)", "/statistics/movies/night-at-the-museum-3-2014", "Dec 19, 2014", "$113,746,621"
"491", "Magic Mike (Warner Bros.)", "/statistics/movies/magic-mike-2012", "Jun 29, 2012", "$113,721,571"
"492", "The Addams Family (Paramount)", "/statistics/movies/the-addams-family-1991", "Nov 22, 1991", "$113,502,255"
"493", "The Patriot (Sony / Columbia)", "/statistics/movies/the-patriot-2000", "Jun 28, 2000", "$113,330,349"
"494", "The Bourne Legacy (Universal)", "/statistics/movies/the-bourne-legacy-2012", "Aug 10, 2012", "$113,203,870"
"495", "The Pacifier (Disney)", "/statistics/movies/the-pacifier-2005", "Mar 04, 2005", "$113,086,910"
"496", "Dr. Dolittle 2 (Fox)", "/statistics/movies/dr-dolittle-2-2001", "Jun 22, 2001", "$112,952,427"
"497", "It's Complicated (Universal)", "/statistics/movies/it-s-complicated-2009", "Dec 25, 2009", "$112,735,395"
"498", "Spy Kids (Miramax / Dimension)", "/statistics/movies/spy-kids-2001", "Mar 30, 2001", "$112,719,821"
"499", "Ghostbusters II (Columbia)", "/statistics/movies/ghostbusters-ii-1989", "Jun 16, 1989", "$112,494,410"
"500", "Face/Off (Paramount)", "/statistics/movies/face-off-1997", "Jun 27, 1997", "$112,276,698"
"501", "The Hangover Part III (Warner Bros.)", "/statistics/movies/the-hangover-3-2013", "May 23, 2013", "$112,200,072"
"502", "One Flew Over the Cuckoo's Nest (United Artists)", "/statistics/movies/one-flew-over-the-cuckoo-s-nest-1975", "Nov 20, 1975", "$112,000,194"
"503", "Twins (Universal)", "/statistics/movies/twins-1988", "Dec 09, 1988", "$111,936,710"
"504", "Spy Kids 3D: Game Over (Miramax / Dimension)", "/statistics/movies/spy-kids-3d-game-over-2003", "Jul 25, 2003", "$111,761,923"
"505", "Doctor Zhivago (MGM)", "/statistics/movies/doctor-zhivago-1965", "Dec 22, 1965", "$111,721,461"
"506", "Enemy of the State (Disney)", "/statistics/movies/enemy-of-the-state-1998", "Nov 16, 1998", "$111,549,331"
"507", "The Little Mermaid (Disney)", "/statistics/movies/the-little-mermaid-1989", "Nov 15, 1989", "$111,543,565"
"508", "Mr. Peabody & Sherman (Fox / DreamWorks Animation)", "/statistics/movies/mr-peabody-sherman-2013", "Mar 07, 2014", "$111,506,430"
"509", "Porky's (Fox)", "/statistics/movies/porky-s-1982", "Mar 19, 1982", "$111,289,698"
"510", "The Last Samurai (Warner Bros.)", "/statistics/movies/the-last-samurai-2003", "Dec 05, 2003", "$111,127,463"
"511", "Tropic Thunder (Paramount / DreamWorks)", "/statistics/movies/tropic-thunder-2008", "Aug 13, 2008", "$110,515,566"
"512", "Valentine's Day (Warner Bros. / New Line)", "/statistics/movies/valentine-s-day-2010", "Feb 12, 2010", "$110,486,000"
"513", "The Grudge (Sony / Columbia)", "/statistics/movies/the-grudge-2004", "Oct 22, 2004", "$110,359,889"
"514", "Fun with Dick and Jane (2005) (Sony / Columbia)", "/statistics/movies/fun-with-dick-and-jane-2005", "Dec 21, 2005", "$110,332,851"
"515", "Freaky Friday (2003) (Disney)", "/statistics/movies/freaky-friday-2003", "Aug 06, 2003", "$110,230,337"
"516", "Bedtime Stories (Disney)", "/statistics/movies/bedtime-stories-2008", "Dec 25, 2008", "$110,103,441"
"517", "Scary Movie 3 (Miramax / Dimension)", "/statistics/movies/scary-movie-3-2003", "Oct 24, 2003", "$110,003,249"
"518", "Star Trek IV: The Voyage Home (Paramount)", "/statistics/movies/star-trek-iv-the-voyage-home-1986", "Nov 26, 1986", "$109,713,330"
"519", "The 40-Year-Old Virgin (Universal)", "/statistics/movies/the-40-year-old-virgin-2005", "Aug 19, 2005", "$109,449,551"
"520", "Crocodile Dundee II (Paramount)", "/statistics/movies/crocodile-dundee-ii-1988", "May 25, 1988", "$109,306,488"
"521", "Couples Retreat (Universal)", "/statistics/movies/couples-retreat-2009", "Oct 09, 2009", "$109,205,246"
"522", "A Time to Kill (Warner Bros.)", "/statistics/movies/a-time-to-kill-1996", "Jul 24, 1996", "$108,766,173"
"523", "Black Hawk Down (Sony / Columbia)", "/statistics/movies/black-hawk-down-2001", "Dec 28, 2001", "$108,638,655"
"524", "Terms of Endearment (Paramount)", "/statistics/movies/terms-of-endearment-1983", "Nov 23, 1983", "$108,423,643"
"525", "Ace Ventura: When Nature Calls (Warner Bros.)", "/statistics/movies/ace-ventura-when-nature-calls-1995", "Nov 10, 1995", "$108,385,989"
"526", "The Princess Diaries (Disney)", "/statistics/movies/the-princess-diaries-2001", "Aug 03, 2001", "$108,248,940"
"527", "Superman II (Warner Bros.)", "/statistics/movies/superman-ii-1981", "Jun 19, 1981", "$108,185,706"
"528", "HOP (Universal)", "/statistics/movies/i-hop-2011", "Apr 01, 2011", "$108,085,305"
"529", "Pulp Fiction (Miramax)", "/statistics/movies/pulp-fiction-1994", "Oct 14, 1994", "$107,966,964"
"530", "Paranormal Activity (Paramount)", "/statistics/movies/paranormal-activity-2009", "Sep 25, 2009", "$107,918,259"
"531", "A League of Their Own (Sony / Columbia)", "/statistics/movies/a-league-of-their-own-1992", "Jul 01, 1992", "$107,533,754"
"532", "Epic (Fox)", "/statistics/movies/leaf-men-2013", "May 24, 2013", "$107,518,682"
"533", "Watchmen (Warner Bros.)", "/statistics/movies/watchmen-2009", "Mar 06, 2009", "$107,509,220"
"534", "Spy (2015) (Fox)", "/statistics/movies/susan-cooper-2015", "Jun 05, 2015", "$107,339,775"
"535", "Batman and Robin (Warner Bros.)", "/statistics/movies/batman-and-robin-1997", "Jun 20, 1997", "$107,325,044"
"536", "Captain Phillips (Sony / Columbia)", "/statistics/movies/captain-phillips-2013", "Oct 11, 2013", "$107,100,855"
"537", "The Towering Inferno (Fox)", "/statistics/movies/the-towering-inferno-1974", "Dec 14, 1974", "$107,082,379"
"538", "Black Swan (Fox Searchlight)", "/statistics/movies/black-swan-2010", "Dec 03, 2010", "$106,954,678"
"539", "Analyze This (Warner Bros.)", "/statistics/movies/analyze-this-1999", "Mar 05, 1999", "$106,885,341"
"540", "Chicken Run (DreamWorks)", "/statistics/movies/chicken-run-2000", "Jun 21, 2000", "$106,834,223"
"541", "Miss Congeniality (Warner Bros.)", "/statistics/movies/miss-congeniality-2000", "Dec 22, 2000", "$106,807,088"
"542", "GoldenEye (MGM/UA)", "/statistics/movies/goldeneye-1995", "Nov 17, 1995", "$106,635,441"
"543", "Indecent Proposal (Paramount)", "/statistics/movies/indecent-proposal-1993", "Apr 07, 1993", "$106,633,417"
"544", "Driving Miss Daisy (Warner Bros.)", "/statistics/movies/driving-miss-daisy-1989", "Dec 13, 1989", "$106,593,124"
"545", "300: Rise of an Empire (Warner Bros.)", "/statistics/movies/sequel-to-300-2013", "Mar 07, 2014", "$106,580,051"
"546", "Love Story (Paramount)", "/statistics/movies/love-story-1970", "Dec 16, 1970", "$106,397,305"
"547", "Kramer Vs. Kramer (Columbia)", "/statistics/movies/kramer-vs-kramer-1979", "Dec 19, 1979", "$106,260,774"
"548", "The Italian Job (Paramount)", "/statistics/movies/the-italian-job-2003", "May 30, 2003", "$106,128,873"
"549", "How to Lose a Guy in 10 Days (Paramount)", "/statistics/movies/how-to-lose-a-guy-in-10-days-2003", "Feb 07, 2003", "$105,813,213"
"550", "The First Wives Club (Paramount)", "/statistics/movies/the-first-wives-club-1996", "Sep 20, 1996", "$105,490,552"
"551", "Robin Hood (Universal)", "/statistics/movies/robin-hood-2010-2010", "May 14, 2010", "$105,269,730"
"552", "Interview with the Vampire (Warner Bros.)", "/statistics/movies/interview-with-the-vampire-1994", "Nov 11, 1994", "$105,264,558"
"553", "George of the Jungle (Disney)", "/statistics/movies/george-of-the-jungle-1997", "Jul 16, 1997", "$105,263,112"
"554", "The Graduate (AVCO Embassy)", "/statistics/movies/the-graduate-1967", "Dec 21, 1967", "$104,901,861"
"555", "Phenomenon (Disney)", "/statistics/movies/phenomenon-1996", "Jul 03, 1996", "$104,636,771"
"556", "American Wedding (Universal)", "/statistics/movies/american-wedding-2003", "Aug 01, 2003", "$104,565,856"
"557", "Road to Perdition (DreamWorks)", "/statistics/movies/road-to-perdition-2002", "Jul 12, 2002", "$104,454,531"
"558", "The Princess and the Frog (Disney)", "/statistics/movies/the-princess-and-the-frog-2009", "Nov 25, 2009", "$104,408,885"
"559", "The Chronicles of Narnia: The Voyage of the Dawn Treader (Fox)", "/statistics/movies/the-chronicles-of-narnia-the-voyage-of-the-dawn-treader-2010", "Dec 10, 2010", "$104,386,950"
"560", "Daddy Day Care (Sony / Columbia)", "/statistics/movies/daddy-day-care-2003", "May 09, 2003", "$104,297,626"
"561", "Paranormal Activity 3 (Paramount)", "/statistics/movies/paranormal-activity-3-2011", "Oct 21, 2011", "$104,028,807"
"562", "Dick Tracy (Disney)", "/statistics/movies/dick-tracy-1990", "Jun 15, 1990", "$103,928,898"
"563", "Journey 2: The Mysterious Island (Warner Bros. / New Line)", "/statistics/movies/journey-to-the-center-of-the-earth-2-2011", "Feb 10, 2012", "$103,860,290"
"564", "Rise of The Guardians (Paramount / DreamWorks)", "/statistics/movies/the-guardians-working-title-2012", "Nov 21, 2012", "$103,412,758"
"565", "Dreamgirls (Paramount / DreamWorks)", "/statistics/movies/dreamgirls-2006", "Dec 15, 2006", "$103,365,783"
"566", "9 to 5 (Fox)", "/statistics/movies/9-to-5-1980", "Dec 19, 1980", "$103,290,458"
"567", "The Expendables (Lionsgate)", "/statistics/movies/the-expendables-2010", "Aug 13, 2010", "$103,068,524"
"568", "Scream (Miramax / Dimension)", "/statistics/movies/scream-1996", "Dec 20, 1996", "$103,046,577"
"569", "Just Go With It (Sony / Columbia)", "/statistics/movies/the-pretend-wife-2010", "Feb 11, 2011", "$103,028,109"
"570", "Bambi (Disney / RKO)", "/statistics/movies/bambi-1942", "Aug 13, 1942", "$102,797,843"
"571", "The General's Daughter (Paramount)", "/statistics/movies/the-general-s-daughter-1999", "Jun 18, 1999", "$102,705,012"
"572", "The Aviator (2004) (Miramax)", "/statistics/movies/the-aviator-2004", "Dec 17, 2004", "$102,610,027"
"573", "American Pie (Universal)", "/statistics/movies/american-pie-1999", "Jul 09, 1999", "$102,561,837"
"574", "Daredevil (Fox)", "/statistics/movies/daredevil-2003", "Feb 14, 2003", "$102,543,261"
"575", "The Girl with the Dragon Tattoo (2011) (Sony / Columbia)", "/statistics/movies/the-girl-with-the-dragon-tattoo-2011-2011", "Dec 20, 2011", "$102,515,793"
"576", "The Mummy: Tomb of the Dragon Emperor (Universal)", "/statistics/movies/the-mummy-tomb-of-the-dragon-emperor-2008", "Aug 01, 2008", "$102,491,956"
"577", "The Maze Runner (Fox)", "/statistics/movies/the-maze-runner-2014", "Sep 19, 2014", "$102,427,862"
"578", "In the Line of Fire (Columbia)", "/statistics/movies/in-the-line-of-fire-1993", "Jul 09, 1993", "$102,314,245"
"579", "Butch Cassidy and the Sundance Kid (Fox)", "/statistics/movies/butch-cassidy-and-the-sundance-kid-1969", "Sep 23, 1969", "$102,308,525"
"580", "Mary Poppins (Disney)", "/statistics/movies/mary-poppins-1964", "Aug 29, 1964", "$102,272,145"
"581", "Jackass Presents: Bad Grandpa (Paramount)", "/statistics/movies/jackass-presents-bad-grandpa-2013", "Oct 25, 2013", "$102,003,019"
"582", "Pacific Rim (Warner Bros.)", "/statistics/movies/pacific-rim-2013", "Jul 12, 2013", "$101,802,906"
"583", "Journey to the Center of the Earth (Warner Bros. / New Line)", "/statistics/movies/journey-to-the-center-of-the-earth-2008", "Jul 11, 2008", "$101,704,710"
"584", "Gone in 60 Seconds (Disney)", "/statistics/movies/gone-in-60-seconds-2000", "Jun 09, 2000", "$101,648,004"
"585", "Maverick (Warner Bros.)", "/statistics/movies/maverick-1994", "May 20, 1994", "$101,641,292"
"586", "Sleeping with the Enemy (Fox)", "/statistics/movies/sleeping-with-the-enemy-1991", "Feb 08, 1991", "$101,599,971"
"587", "The Equalizer (Sony / Columbia)", "/statistics/movies/the-equalizer-2014", "Sep 26, 2014", "$101,530,738"
"588", "This Is The End (Sony / Columbia)", "/statistics/movies/seth-rogenjonah-hill-untitled-comedy-2013", "Jun 12, 2013", "$101,470,202"
"589", "Eagle Eye (Paramount / DreamWorks)", "/statistics/movies/eagle-eye-2008", "Sep 26, 2008", "$101,440,408"
"590", "The Prince of Egypt (DreamWorks)", "/statistics/movies/the-prince-of-egypt-1998", "Dec 18, 1998", "$101,413,697"
"591", "Scream 2 (Miramax / Dimension)", "/statistics/movies/scream-2-1997", "Dec 12, 1997", "$101,363,250"
"592", "Stir Crazy (Columbia)", "/statistics/movies/stir-crazy-1980", "Dec 12, 1980", "$101,300,186"
"593", "Eraser (Warner Bros.)", "/statistics/movies/eraser-1996", "Jun 21, 1996", "$101,295,479"
"594", "Noah (Paramount)", "/statistics/movies/noah-2014", "Mar 28, 2014", "$101,200,044"
"595", "Unforgiven (Warner Bros.)", "/statistics/movies/unforgiven-1992", "Aug 07, 1992", "$101,157,573"
"596", "Dr. Seuss' The Cat in the Hat (Universal)", "/statistics/movies/the-cat-in-the-hat-2003", "Nov 21, 2003", "$101,149,243"
"597", "Con Air (Disney)", "/statistics/movies/con-air-1997", "Jun 06, 1997", "$101,117,443"
"598", "Sleepy Hollow (Paramount)", "/statistics/movies/sleepy-hollow-1999", "Nov 19, 1999", "$101,071,535"
"599", "Collateral (DreamWorks)", "/statistics/movies/collateral-2004", "Aug 06, 2004", "$101,005,089"
"600", "Contact (Warner Bros.)", "/statistics/movies/contact-1997", "Jul 11, 1997", "$100,920,014"
"601", "Charlie's Angels: Full Throttle (Sony / Columbia)", "/statistics/movies/charlie-s-angels-full-throttle-2003", "Jun 27, 2003", "$100,830,600"
"602", "The Pelican Brief (Warner Bros.)", "/statistics/movies/the-pelican-brief-1993", "Dec 17, 1993", "$100,768,871"
"603", "Vanilla Sky (Paramount)", "/statistics/movies/vanilla-sky-2001", "Dec 14, 2001", "$100,618,362"
"604", "Due Date (Warner Bros.)", "/statistics/movies/due-date-2010", "Nov 05, 2010", "$100,539,043"
"605", "The Rugrats Movie (Paramount)", "/statistics/movies/the-rugrats-movie-1998", "Nov 20, 1998", "$100,494,124"
"606", "Million Dollar Baby (Warner Bros.)", "/statistics/movies/million-dollar-baby-2004", "Dec 15, 2004", "$100,492,507"
"607", "Airport (Universal)", "/statistics/movies/airport-1970", "Mar 05, 1970", "$100,489,626"
"608", "Jumanji (Sony / TriStar)", "/statistics/movies/jumanji-1995", "Dec 15, 1995", "$100,475,644"
"609", "Step Brothers (Sony / Columbia)", "/statistics/movies/step-brothers-2008", "Jul 25, 2008", "$100,468,110"
"610", "Evan Almighty (Universal)", "/statistics/movies/evan-almighty-2007", "Jun 22, 2007", "$100,462,174"
"611", "Casper (Universal)", "/statistics/movies/casper-1995", "May 26, 1995", "$100,328,606"
"612", "Shakespeare in Love (Miramax)", "/statistics/movies/shakespeare-in-love-1998", "Dec 11, 1998", "$100,317,300"
"613", "Bad Teacher (Sony / Columbia)", "/statistics/movies/bad-teacher-2011", "Jun 24, 2011", "$100,292,856"
"614", "Yogi Bear (Warner Bros.)", "/statistics/movies/yogi-bear-2010", "Dec 17, 2010", "$100,246,011"
"615", "Cowboys & Aliens (Universal)", "/statistics/movies/cowboys-aliens-2011", "Jul 29, 2011", "$100,240,551"
"616", "Edge of Tomorrow (Warner Bros.)", "/statistics/movies/all-you-need-is-kill-2014", "Jun 06, 2014", "$100,206,256"
"617", "Seven (New Line)", "/statistics/movies/seven-1995", "Sep 22, 1995", "$100,192,215"
"618", "The Hunchback of Notre Dame (Disney)", "/statistics/movies/the-hunchback-of-notre-dame-1996", "Jun 21, 1996", "$100,138,341"
"619", "Parenthood (Universal)", "/statistics/movies/parenthood-1989", "Aug 02, 1989", "$100,047,300"
