#, movie, href, release date, gross
"620", "You Don't Mess with the Zohan (Sony / Columbia)", "/statistics/movies/you-don-t-mess-with-the-zohan-2008", "Jun 06, 2008", "$100,018,509"
"621", "Die Hard: With A Vengeance (Fox)", "/statistics/movies/die-hard-with-a-vengeance-1995", "May 19, 1995", "$100,012,089"
"622", "Hope Springs (2003) (Buena Vista)", "/statistics/movies/hope-springs-2003", "Sep 05, 2003", "$100,000,000"
"623", "Gnomeo and Juliet (Disney)", "/statistics/movies/gnomeo-and-juliet-2011", "Feb 11, 2011", "$99,967,670"
"624", "Hercules (1997) (Disney)", "/statistics/movies/hercules-1997", "Jun 15, 1997", "$99,112,451"
"625", "Olympus Has Fallen (FilmDistrict)", "/statistics/movies/olympus-has-fallen-2013", "Mar 22, 2013", "$98,925,640"
"626", "The Green Hornet (Sony / Columbia)", "/statistics/movies/the-green-hornet-2010", "Jan 14, 2011", "$98,780,042"
"627", "Date Night (Fox)", "/statistics/movies/date-night-2010", "Apr 09, 2010", "$98,711,404"
"628", "The Color Purple (Warner Bros.)", "/statistics/movies/the-color-purple-1985", "Dec 20, 1985", "$98,467,390"
"629", "Meet the Robinsons (Disney)", "/statistics/movies/meet-the-robinsons-2007", "Mar 30, 2007", "$97,822,001"
"630", "Yes Man (Warner Bros.)", "/statistics/movies/yes-man-2008", "Dec 19, 2008", "$97,690,540"
"631", "Inspector Gadget (Disney)", "/statistics/movies/inspector-gadget-1999", "Jul 23, 1999", "$97,404,796"
"632", "Public Enemies (Universal)", "/statistics/movies/public-enemies-2009", "Jul 01, 2009", "$97,104,669"
"633", "The Social Network (Sony / Columbia)", "/statistics/movies/the-social-network-2010", "Oct 01, 2010", "$96,962,694"
"634", "The Others (Miramax)", "/statistics/movies/the-others-2001", "Aug 10, 2001", "$96,522,181"
"635", "Legally Blonde (MGM)", "/statistics/movies/legally-blonde-2001", "Jul 13, 2001", "$96,520,568"
"636", "Panic Room (Sony / Columbia)", "/statistics/movies/panic-room-2002", "Mar 29, 2002", "$96,397,271"
"637", "Schindler's List (Universal)", "/statistics/movies/schindler-s-list-1993", "Dec 15, 1993", "$96,065,548"
"638", "Dead Poets Society (Disney)", "/statistics/movies/dead-poets-society-1989", "Jun 02, 1989", "$95,860,927"
"639", "Zero Dark Thirty (Sony / Columbia)", "/statistics/movies/untitled-kathryn-bigelow-seal-team-6-film-2012", "Dec 19, 2012", "$95,720,716"
"640", "Norbit (Paramount / DreamWorks)", "/statistics/movies/norbit-2007", "Feb 09, 2007", "$95,673,892"
"641", "Cold Mountain (Miramax)", "/statistics/movies/cold-mountain-2003", "Dec 25, 2003", "$95,636,667"
"642", "Arthur (1981) (Orion)", "/statistics/movies/arthur-1981", "Jul 17, 1981", "$95,461,724"
"643", "Michael (1996) (New Line)", "/statistics/movies/michael-1996", "Dec 25, 1996", "$95,365,052"
"644", "Sex and the City 2 (Warner Bros. / New Line)", "/statistics/movies/sex-and-the-city-2-2010", "May 27, 2010", "$95,347,692"
"645", "The Princess Diaries 2: Royal Engagement (Disney)", "/statistics/movies/the-princess-diaries-2-royal-engagement-2004", "Aug 11, 2004", "$95,170,184"
"646", "42 (2013) (Warner Bros.)", "/statistics/movies/42-2013", "Apr 12, 2013", "$95,020,213"
"647", "Unbreakable (Disney)", "/statistics/movies/unbreakable-2000", "Nov 22, 2000", "$95,011,031"
"648", "The Book of Eli (Warner Bros.)", "/statistics/movies/the-book-of-eli-2010", "Jan 15, 2010", "$94,835,000"
"649", "10,000 B.C. (Warner Bros.)", "/statistics/movies/10-000-b-c-2008", "Mar 07, 2008", "$94,784,291"
"650", "Beverly Hills Chihuahua (Disney)", "/statistics/movies/beverly-hills-chihuahua-2008", "Oct 03, 2008", "$94,516,544"
"651", "The Lion King 3D (Disney)", "/statistics/movies/the-lion-king-2011-re-issue-1994", "Sep 16, 2011", "$94,242,001"
"652", "Julie & Julia (Sony / Columbia)", "/statistics/movies/julie-julia-2009", "Aug 07, 2009", "$94,237,229"
"653", "Saturday Night Fever (Paramount)", "/statistics/movies/saturday-night-fever-1977", "Dec 16, 1977", "$94,213,584"
"654", "The Mask of Zorro (Sony / TriStar)", "/statistics/movies/the-mask-of-zorro-1998", "Jul 17, 1998", "$94,095,106"
"655", "Maid in Manhattan (Sony / Columbia)", "/statistics/movies/maid-in-manhattan-2002", "Dec 13, 2002", "$94,011,090"
"656", "He's Just Not That Into You (Warner Bros. / New Line)", "/statistics/movies/he-s-just-not-that-into-you-2009", "Feb 06, 2009", "$93,953,147"
"657", "Master and Commander: The Far Side of the World (Fox)", "/statistics/movies/master-and-commander-the-far-side-of-the-world-2003", "Nov 14, 2003", "$93,927,903"
"658", "Flight (Paramount)", "/statistics/movies/flight-2012", "Nov 02, 2012", "$93,772,375"
"659", "The Fighter (Paramount)", "/statistics/movies/the-fighter-2010", "Dec 10, 2010", "$93,617,009"
"660", "America's Sweethearts (Sony / Columbia)", "/statistics/movies/america-s-sweethearts-2001", "Jul 20, 2001", "$93,607,436"
"661", "The Bucket List (Warner Bros.)", "/statistics/movies/the-bucket-list-2007", "Dec 25, 2007", "$93,466,104"
"662", "Cats & Dogs (Warner Bros.)", "/statistics/movies/cats-dogs-2001", "Jul 04, 2001", "$93,385,991"
"663", "Two Weeks Notice (Warner Bros.)", "/statistics/movies/two-weeks-notice-2002", "Dec 20, 2002", "$93,354,363"
"664", "Red Dragon (Universal)", "/statistics/movies/red-dragon-2002", "Oct 04, 2002", "$93,149,728"
"665", "Space Station 3D (IMAX)", "/statistics/movies/space-station-3-d-imax-2002", "Apr 19, 2002", "$93,124,942"
"666", "Elysium (Sony / TriStar)", "/statistics/movies/elysium-2013", "Aug 09, 2013", "$93,050,117"
"667", "Flubber (Disney)", "/statistics/movies/flubber-1997", "Nov 26, 1997", "$92,993,178"
"668", "Flashdance (Paramount)", "/statistics/movies/flashdance-1983", "Apr 15, 1983", "$92,921,550"
"669", "When Harry Met Sally... (Columbia)", "/statistics/movies/when-harry-met-sally-1989", "Jul 12, 1989", "$92,823,951"
"670", "The Town (Warner Bros.)", "/statistics/movies/the-town-2010", "Sep 17, 2010", "$92,186,262"
"671", "Non-Stop (2014) (Universal)", "/statistics/movies/non-stop-2014", "Feb 28, 2014", "$92,168,600"
"672", "The Client (Warner Bros.)", "/statistics/movies/the-client-1994", "Jul 20, 1994", "$92,115,614"
"673", "Star Trek: First Contact (Paramount)", "/statistics/movies/star-trek-first-contact-1996", "Nov 22, 1996", "$92,027,176"
"674", "Tomorrowland (Disney)", "/statistics/movies/1952-2014", "May 22, 2015", "$91,755,697"
"675", "Think Like a Man (Sony / Screen Gems)", "/statistics/movies/think-like-a-man-2012", "Apr 20, 2012", "$91,547,205"
"676", "Kindergarten Cop (Universal)", "/statistics/movies/kindergarten-cop-1990", "Dec 21, 1990", "$91,457,397"
"677", "Heaven is for Real (Sony / TriStar)", "/statistics/movies/heaven-is-for-real-2014", "Apr 16, 2014", "$91,443,253"
"678", "The Haunting (DreamWorks)", "/statistics/movies/the-haunting-1999", "Jul 23, 1999", "$91,411,066"
"679", "Crimson Tide (Disney)", "/statistics/movies/crimson-tide-1995", "May 12, 1995", "$91,387,359"
"680", "Back to School (Orion)", "/statistics/movies/back-to-school-1986", "Jun 13, 1986", "$91,258,863"
"681", "Stepmom (Sony / TriStar)", "/statistics/movies/stepmom-1998", "Dec 25, 1998", "$91,137,264"
"682", "The Imitation Game (Weinstein Company)", "/statistics/movies/the-imitation-game-2014", "Nov 28, 2014", "$91,125,143"
"683", "Save the Last Dance (Paramount)", "/statistics/movies/save-the-last-dance-2001", "Jan 12, 2001", "$91,057,291"
"684", "The Scorpion King (Universal)", "/statistics/movies/the-scorpion-king-2002", "Apr 19, 2002", "$91,047,236"
"685", "The Karate Kid (1984) (Columbia)", "/statistics/movies/the-karate-kid-1984", "Jun 22, 1984", "$90,815,022"
"686", "Prince of Persia: The Sands of Time (Disney)", "/statistics/movies/prince-of-persia-the-sands-of-time-2010", "May 28, 2010", "$90,759,676"
"687", "Antz (DreamWorks)", "/statistics/movies/antz-1998", "Oct 02, 1998", "$90,757,069"
"688", "Scary Movie 4 (Weinstein / Dimension)", "/statistics/movies/scary-movie-4-2006", "Apr 14, 2006", "$90,710,694"
"689", "The Game Plan (Disney)", "/statistics/movies/the-game-plan-2007", "Sep 28, 2007", "$90,648,399"
"690", "Me, Myself & Irene (Fox)", "/statistics/movies/me-myself-and-irene-2000", "Jun 23, 2000", "$90,570,164"
"691", "High School Musical 3: Senior Year (Disney)", "/statistics/movies/high-school-musical-3-senior-year-2008", "Oct 24, 2008", "$90,553,861"
"692", "Tyler Perry's Madea Goes to Jail (Lionsgate)", "/statistics/movies/tyler-perry-s-madea-goes-to-jail-2009", "Feb 20, 2009", "$90,508,712"
"693", "Space Cowboys (Warner Bros.)", "/statistics/movies/space-cowboys-2000", "Aug 04, 2000", "$90,464,838"
"694", "Space Jam (Warner Bros.)", "/statistics/movies/space-jam-1996", "Nov 15, 1996", "$90,418,694"
"695", "Get Hard (Warner Bros.)", "/statistics/movies/get-hard-2015", "Mar 27, 2015", "$90,411,453"
"696", "Trading Places (Paramount)", "/statistics/movies/trading-places-1983", "Jun 10, 1983", "$90,404,094"
"697", "Red (2010) (Summit)", "/statistics/movies/red-2010", "Oct 15, 2010", "$90,380,162"
"698", "Planes (Disney)", "/statistics/movies/planes-2013", "Aug 09, 2013", "$90,288,712"
"699", "Legally Blonde 2: Red, White and Blonde (MGM)", "/statistics/movies/legally-blonde-2-red-white-and-blonde-2003", "Jul 02, 2003", "$90,186,092"
"700", "Mystic River (Warner Bros.)", "/statistics/movies/mystic-river-2003", "Oct 08, 2003", "$90,135,613"
"701", "Flightplan (Disney)", "/statistics/movies/flightplan-2005", "Sep 23, 2005", "$89,707,451"
"702", "Father of the Bride (1991) (Disney)", "/statistics/movies/father-of-the-bride-1991", "Dec 20, 1991", "$89,325,988"
"703", "The Emperor's New Groove (Disney)", "/statistics/movies/the-emperor-s-new-groove-2000", "Dec 15, 2000", "$89,302,177"
"704", "The Lone Ranger (Disney)", "/statistics/movies/lone-ranger-2012", "Jul 03, 2013", "$89,302,115"
"705", "Taken 3 (Fox)", "/statistics/movies/taken-3-2015", "Jan 09, 2015", "$89,256,424"
"706", "Scream 3 (Miramax / Dimension)", "/statistics/movies/scream-3-2000", "Feb 04, 2000", "$89,143,590"
"707", "Oblivion (2013) (Universal)", "/statistics/movies/oblivion-2013", "Apr 19, 2013", "$89,107,235"
"708", "The Ugly Truth (Sony / Columbia)", "/statistics/movies/the-ugly-truth-2009", "Jul 24, 2009", "$88,912,869"
"709", "Percy Jackson and the Olympians: The Lightning Thief (Fox)", "/statistics/movies/percy-jackson-the-olympians-the-lightning-thief-2010", "Feb 12, 2010", "$88,761,720"
"710", "Failure to Launch (Paramount)", "/statistics/movies/failure-to-launch-2006", "Mar 10, 2006", "$88,715,628"
"711", "Inside Man (Universal)", "/statistics/movies/inside-man-2006", "Mar 24, 2006", "$88,634,213"
"712", "The Muppets (Disney)", "/statistics/movies/the-muppets-2011", "Nov 23, 2011", "$88,631,237"
"713", "Lady and the Tramp (Disney)", "/statistics/movies/lady-and-the-tramp-1955", "Jun 22, 1955", "$88,300,200"
"714", "Waterworld (Universal)", "/statistics/movies/waterworld-1995", "Jul 28, 1995", "$88,273,624"
"715", "Starsky & Hutch (Warner Bros.)", "/statistics/movies/starsky-and-hutch-2004", "Mar 05, 2004", "$88,237,503"
"716", "Along Came Polly (Universal)", "/statistics/movies/along-came-polly-2004", "Jan 16, 2004", "$88,097,819"
"717", "Out of Africa (Universal)", "/statistics/movies/out-of-africa-1985", "Dec 20, 1985", "$88,081,471"
"718", "The Hand That Rocks the Cradle (Disney)", "/statistics/movies/the-hand-that-rocks-the-cradle-1992", "Jan 10, 1992", "$88,036,322"
"719", "Cinderella (1950) (Disney / RKO)", "/statistics/movies/cinderella-1950", "Feb 15, 1950", "$88,000,466"
"720", "Back to the Future Part III (Universal)", "/statistics/movies/back-to-the-future-part-iii-1990", "May 25, 1990", "$87,727,501"
"721", "Entrapment (Fox)", "/statistics/movies/entrapment-1999", "Apr 30, 1999", "$87,704,947"
"722", "Peter Pan (1953) (Disney / RKO)", "/statistics/movies/peter-pan-1953", "Feb 05, 1953", "$87,404,669"
"723", "Pineapple Express (Sony / Columbia)", "/statistics/movies/pineapple-express-2008", "Aug 06, 2008", "$87,341,257"
"724", "Everest (1998) (MacGillivray Freeman)", "/statistics/movies/everest-imax-1998", "Mar 06, 1998", "$87,178,928"
"725", "Saw II (Lionsgate)", "/statistics/movies/saw-ii-2005", "Oct 28, 2005", "$87,038,814"
"726", "Pinocchio (1940) (Disney / RKO)", "/statistics/movies/pinocchio-1940", "Feb 09, 1940", "$87,000,862"
"727", "The Naked Gun 2 1/2: The Smell of Fear (Paramount)", "/statistics/movies/the-naked-gun-2-1-2-the-smell-of-fear-1991", "Jun 28, 1991", "$86,930,000"
"728", "The Campaign (Warner Bros.)", "/statistics/movies/rivals-2012", "Aug 10, 2012", "$86,907,746"
"729", "The War of the Roses (Fox)", "/statistics/movies/the-war-of-the-roses-1989", "Dec 08, 1989", "$86,888,161"
"730", "To Fly! (MacGillivray Freeman)", "/statistics/movies/to-fly-1976", "Jul 01, 1976", "$86,712,831"
"731", "The Amityville Horror (1979) (AIP)", "/statistics/movies/the-amityville-horror-1979", "Jul 27, 1979", "$86,432,881"
"732", "Presumed Innocent (Warner Bros.)", "/statistics/movies/presumed-innocent-1990", "Jul 27, 1990", "$86,303,266"
"733", "Young Frankenstein (Fox)", "/statistics/movies/young-frankenstein-1974", "Dec 15, 1974", "$86,273,138"
"734", "Dumb and Dumber To (Universal)", "/statistics/movies/dumb-and-dumber-to-2014", "Nov 14, 2014", "$86,208,010"
"735", "Mean Girls (Paramount)", "/statistics/movies/mean-girls-2004", "Apr 30, 2004", "$86,058,328"
"736", "Annie (2014) (Sony / Columbia)", "/statistics/movies/annie-2014-2014", "Dec 19, 2014", "$85,911,262"
"737", "Spy Kids 2: The Island of Lost Dreams (Miramax / Dimension)", "/statistics/movies/spy-kids-2-the-island-of-lost-dreams-2002", "Aug 07, 2002", "$85,846,314"
"738", "Fury (2014) (Sony / Columbia)", "/statistics/movies/fury-2014-2014", "Oct 17, 2014", "$85,817,906"
"739", "Pokemon: The First Movie (Warner Bros.)", "/statistics/movies/pokemon-the-first-movie-1999", "Nov 10, 1999", "$85,744,344"
"740", "Real Steel (Disney / DreamWorks)", "/statistics/movies/real-steel-2011", "Oct 07, 2011", "$85,468,508"
"741", "The SpongeBob SquarePants Movie (Paramount)", "/statistics/movies/the-spongebob-squarepants-movie-2004", "Nov 19, 2004", "$85,417,737"
"742", "The Ten Commandments (1956) (Paramount)", "/statistics/movies/the-ten-commandments-1956", "Oct 05, 1956", "$85,400,591"
"743", "Brother Bear (Disney)", "/statistics/movies/brother-bear-2003", "Oct 24, 2003", "$85,336,840"
"744", "Stripes (Columbia)", "/statistics/movies/stripes-1981", "Jun 26, 1981", "$85,297,639"
"745", "Anchorman: The Legend of Ron Burgundy (DreamWorks)", "/statistics/movies/anchorman-the-legend-of-ron-burgundy-2004", "Jul 09, 2004", "$85,288,020"
"746", "Every Which Way But Loose (Warner Bros.)", "/statistics/movies/every-which-way-but-loose-1978", "Dec 20, 1978", "$85,196,458"
"747", "Rocky II (United Artists)", "/statistics/movies/rocky-ii-1979", "Jun 15, 1979", "$85,182,286"
"748", "Aliens (Fox)", "/statistics/movies/aliens-1986", "Jul 18, 1986", "$85,160,275"
"749", "Open Season (2006) (Sony / Columbia)", "/statistics/movies/open-season-2006", "Sep 29, 2006", "$85,105,336"
"750", "The Expendables 2 (Lionsgate)", "/statistics/movies/the-expendables-2-2012", "Aug 17, 2012", "$85,028,192"
"751", "Dangerous Minds (Disney)", "/statistics/movies/dangerous-minds-1995", "Aug 11, 1995", "$84,919,171"
"752", "Paranormal Activity 2 (Paramount)", "/statistics/movies/sequel-to-paranormal-activity-2010", "Oct 22, 2010", "$84,752,907"
"753", "The Poseidon Adventure (Fox)", "/statistics/movies/the-poseidon-adventure-1972", "Dec 13, 1972", "$84,563,142"
"754", "Tammy (Warner Bros. / New Line)", "/statistics/movies/tammy-2014", "Jul 02, 2014", "$84,525,432"
"755", "The Santa Clause 3: The Escape Clause (Disney)", "/statistics/movies/the-santa-clause-3-the-escape-clause-2006", "Nov 03, 2006", "$84,500,847"
"756", "Crazy, Stupid, Love (Warner Bros.)", "/statistics/movies/crazy-stupid-love-2011", "Jul 29, 2011", "$84,351,197"
"757", "Annabelle (Warner Bros. / New Line)", "/statistics/movies/untitled-new-line-horror-film-2014", "Oct 03, 2014", "$84,273,813"
"758", "Scooby-Doo 2: Monsters Unleashed (Warner Bros.)", "/statistics/movies/scooby-doo-2-monsters-unleashed-2004", "Mar 26, 2004", "$84,216,081"
"759", "Cliffhanger (TriStar)", "/statistics/movies/cliffhanger-1993", "May 28, 1993", "$84,072,433"
"760", "Atlantis: The Lost Empire (Disney)", "/statistics/movies/atlantis-the-lost-empire-2001", "Jun 08, 2001", "$84,056,545"
"761", "The Other Woman (2014) (Fox)", "/statistics/movies/the-other-woman-2014-2014", "Apr 25, 2014", "$83,911,193"
"762", "The X-Files (Fox)", "/statistics/movies/the-x-files-1998", "Jun 19, 1998", "$83,898,841"
"763", "Up in the Air (Paramount)", "/statistics/movies/up-in-the-air-2009", "Dec 04, 2009", "$83,775,533"
"764", "Steel Magnolias (TriStar)", "/statistics/movies/steel-magnolias-1989", "Nov 15, 1989", "$83,759,353"
"765", "Wrath of the Titans (Warner Bros.)", "/statistics/movies/clash-of-the-titans-2-2012", "Mar 30, 2012", "$83,670,083"
"766", "Insidious: Chapter 2 (FilmDistrict)", "/statistics/movies/insidious-chapter-2-2013", "Sep 13, 2013", "$83,586,447"
"767", "Under Siege (Warner Bros.)", "/statistics/movies/under-siege-1992", "Oct 09, 1992", "$83,563,456"
"768", "Battle: Los Angeles (Sony / Columbia)", "/statistics/movies/battle-los-angeles-2011", "Mar 11, 2011", "$83,552,429"
"769", "Immortals (Relativity Media)", "/statistics/movies/immortals-2011", "Nov 11, 2011", "$83,504,017"
"770", "Apocalypse Now (United Artists)", "/statistics/movies/apocalypse-now-1979", "Aug 15, 1979", "$83,471,114"
"771", "Airplane! (Paramount)", "/statistics/movies/airplane-1980", "Jul 02, 1980", "$83,453,906"
"772", "Patriot Games (Paramount)", "/statistics/movies/patriot-games-1992", "Jun 05, 1992", "$83,351,979"
"773", "Penguins of Madagascar (Fox / DreamWorks Animation)", "/statistics/movies/the-penguins-of-madagascar-2015", "Nov 26, 2014", "$83,350,911"
"774", "Saving Mr. Banks (Disney)", "/statistics/movies/saving-mr-banks-2013", "Dec 13, 2013", "$83,301,580"
"775", "Terminator Genisys (Paramount)", "/statistics/movies/terminator-2015", "Jul 01, 2015", "$83,265,614"
"776", "Valkyrie (MGM / United Artists)", "/statistics/movies/valkyrie-2008", "Dec 25, 2008", "$83,077,158"
"777", "Brokeback Mountain (Focus)", "/statistics/movies/brokeback-mountain-2005", "Dec 09, 2005", "$83,043,252"
"778", "Turbo (Fox / DreamWorks Animation)", "/statistics/movies/turbo-2013", "Jul 17, 2013", "$83,028,128"
"779", "Disclosure (Warner Bros.)", "/statistics/movies/disclosure-1994", "Dec 09, 1994", "$83,015,156"
"780", "Die Hard (Fox)", "/statistics/movies/die-hard-1988", "Jul 15, 1988", "$83,008,695"
"781", "Charlotte's Web (2006) (Paramount)", "/statistics/movies/charlotte-s-web-2006-2006", "Dec 15, 2006", "$82,985,412"
"782", "Monster-in-Law (New Line)", "/statistics/movies/monster-in-law-2005", "May 13, 2005", "$82,931,013"
"783", "Are We There Yet? (Sony / Columbia)", "/statistics/movies/are-we-there-yet-2005", "Jan 21, 2005", "$82,674,758"
"784", "Days of Thunder (Paramount)", "/statistics/movies/days-of-thunder-1990", "Jun 27, 1990", "$82,670,017"
"785", "The Descendants (Fox Searchlight)", "/statistics/movies/the-descendants-2011", "Nov 16, 2011", "$82,629,097"
"786", "Freddy Vs. Jason (New Line)", "/statistics/movies/freddy-vs-jason-2003", "Aug 15, 2003", "$82,622,404"
"787", "Mr. Holland's Opus (Disney)", "/statistics/movies/mr-holland-s-opus-1995", "Dec 29, 1995", "$82,582,528"
"788", "Cheaper by the Dozen 2 (Fox)", "/statistics/movies/cheaper-by-the-dozen-2-2005", "Dec 21, 2005", "$82,571,249"
"789", "Bram Stoker's Dracula (Columbia)", "/statistics/movies/bram-stoker-s-dracula-1992", "Nov 13, 1992", "$82,522,851"
"790", "Fried Green Tomatoes (Universal)", "/statistics/movies/fried-green-tomatoes-1991", "Dec 27, 1991", "$82,418,729"
"791", "Let's Be Cops (Fox)", "/statistics/movies/lets-be-cops-2014", "Aug 13, 2014", "$82,390,774"
"792", "Blade II (New Line)", "/statistics/movies/blade-ii-2002", "Mar 22, 2002", "$82,348,173"
"793", "Beowulf (Paramount)", "/statistics/movies/beowulf-2007", "Nov 16, 2007", "$82,280,066"
"794", "Bridge to Terabithia (Disney)", "/statistics/movies/bridge-to-terabithia-2007", "Feb 16, 2007", "$82,272,124"
"795", "Star Trek: The Motion Picture (Paramount)", "/statistics/movies/star-trek-the-motion-picture-1979", "Dec 07, 1979", "$82,258,086"
"796", "The Pink Panther (2006) (Sony / Columbia)", "/statistics/movies/the-pink-panther-2006-2006", "Feb 10, 2006", "$82,226,975"
"797", "The Goodbye Girl (Warner Bros.)", "/statistics/movies/the-goodbye-girl-1977", "Nov 30, 1977", "$82,000,470"
"798", "Jaws 2 (Universal)", "/statistics/movies/jaws-2-1978", "Jun 16, 1978", "$81,766,987"
"799", "Heaven Can Wait (1978) (Paramount)", "/statistics/movies/heaven-can-wait-1978-1978", "Jun 28, 1978", "$81,640,699"
"800", "Eight Below (Disney)", "/statistics/movies/eight-below-2006", "Feb 17, 2006", "$81,612,111"
"801", "M.A.S.H. (Fox)", "/statistics/movies/m-a-s-h-1970", "Jan 25, 1970", "$81,600,139"
"802", "Unstoppable (2010) (Fox)", "/statistics/movies/unstoppable-2010-2", "Nov 12, 2010", "$81,562,942"
"803", "Payback (1999) (Paramount)", "/statistics/movies/payback-1999", "Feb 05, 1999", "$81,526,779"
"804", "Ant-Man (Disney)", "/statistics/movies/ant-man-2015", "Jul 17, 2015", "$81,310,529"
"805", "The Talented Mr. Ripley (Paramount)", "/statistics/movies/the-talented-mr-ripley-1999", "Dec 25, 1999", "$81,298,221"
"806", "School of Rock (Paramount)", "/statistics/movies/school-of-rock-2003", "Oct 03, 2003", "$81,261,961"
"807", "Police Academy (Warner Bros.)", "/statistics/movies/police-academy-1984", "Mar 23, 1984", "$81,198,403"
"808", "Snow Dogs (Disney)", "/statistics/movies/snow-dogs-2002", "Jan 18, 2002", "$81,172,036"
"809", "21 (Sony / Columbia)", "/statistics/movies/21-2008", "Mar 28, 2008", "$81,159,618"
"810", "While You Were Sleeping (Disney)", "/statistics/movies/while-you-were-sleeping-1995", "Apr 21, 1995", "$81,080,198"
"811", "Congo (Paramount)", "/statistics/movies/congo-1995", "Jun 09, 1995", "$81,022,888"
"812", "The Notebook (2004) (New Line)", "/statistics/movies/the-notebook-2004", "Jun 25, 2004", "$81,001,326"
"813", "Jimmy Neutron: Boy Genius (Paramount)", "/statistics/movies/jimmy-neutron-boy-genius-2001", "Dec 21, 2001", "$80,936,187"
"814", "Alien (Fox)", "/statistics/movies/alien-1979", "May 25, 1979", "$80,931,087"
"815", "Another 48 HRS. (Paramount)", "/statistics/movies/another-48-hrs-1990", "Jun 08, 1990", "$80,818,539"
"816", "Moonstruck (MGM)", "/statistics/movies/moonstruck-1987", "Dec 16, 1987", "$80,640,773"
"817", "Eat Pray Love (Sony / Columbia)", "/statistics/movies/eat-pray-love-2010", "Aug 13, 2010", "$80,574,010"
"818", "The Texas Chainsaw Massacre (2003) (New Line)", "/statistics/movies/the-texas-chainsaw-massacre-2003", "Oct 17, 2003", "$80,571,616"
"819", "Zookeeper (Sony / Columbia)", "/statistics/movies/the-zookeeper-tentative-title-2010", "Jul 08, 2011", "$80,360,866"
"820", "Alien Vs. Predator (Fox)", "/statistics/movies/alien-vs-predator-2004", "Aug 13, 2004", "$80,282,078"
"821", "What Happens in Vegas (Fox)", "/statistics/movies/what-happens-in-vegas-2008", "May 09, 2008", "$80,277,334"
"822", "The Dukes of Hazzard (Warner Bros.)", "/statistics/movies/the-dukes-of-hazzard-2005", "Aug 05, 2005", "$80,270,239"
"823", "The Wedding Singer (New Line)", "/statistics/movies/the-wedding-singer-1998", "Feb 13, 1998", "$80,245,004"
"824", "Saw III (Lionsgate)", "/statistics/movies/saw-iii-2006", "Oct 27, 2006", "$80,238,282"
"825", "Disturbia (Paramount / DreamWorks)", "/statistics/movies/disturbia-2007", "Apr 13, 2007", "$80,209,993"
"826", "Nacho Libre (Paramount)", "/statistics/movies/nacho-libre-2006", "Jun 16, 2006", "$80,197,124"
"827", "Jumper (Fox)", "/statistics/movies/jumper-2008", "Feb 14, 2008", "$80,172,510"
"828", "Jack Reacher (Paramount)", "/statistics/movies/jack-reacher-one-shot-2012", "Dec 21, 2012", "$80,070,736"
"829", "Cloverfield (Paramount)", "/statistics/movies/cloverfield-2008", "Jan 18, 2008", "$80,048,167"
"830", "Footloose (1984) (Paramount)", "/statistics/movies/footloose-1984", "Feb 17, 1984", "$80,035,796"
"831", "Dear John (Sony / Screen Gems)", "/statistics/movies/dear-john-2010", "Feb 05, 2010", "$80,014,842"
"832", "A Star Is Born (1976) (Warner Bros.)", "/statistics/movies/a-star-is-born-1976-1976", "Dec 17, 1976", "$80,000,605"
"833", "Fantasia (Disney / RKO)", "/statistics/movies/fantasia-1941", "Nov 13, 1940", "$80,000,076"
